id,provider_name,provider_url,category,free_tier_model_count_estimate,free_tier_details,credit_card_required,no_credit_card_free_access,free_models_examples,free_tier_limits,api_access_available,web_ui_access,access_type,research_notes,research_date,source_urls
96,DeepSpeed-MII,https://github.com/microsoft/DeepSpeed-MII,Local / Self-Hosted Infra,,Free download / self-hosted. No cloud API credit card needed.,No,Yes,"llama, mistral, gemma, phi, nemotron, any HF model",100% free open-source (Microsoft). Low-latency LLM inference. No CC. MIT.,Yes,API only,API,,2026-09-08,https://7wdata.be/tool/deepspeed-mii; https://olud.ai/project/deepspeedai-deepspeed-mii.html
97,Ray Serve,https://docs.ray.io,Local / Self-Hosted Infra,,Free download / self-hosted. No cloud API credit card needed.,No,Yes,"any model: llama, gpt, claude-equivalent, custom",100% free open-source (Apache 2.0). Model serving. No CC. Pay for Ray infra.,Yes,API only,API,,2026-09-08,https://docs.ray.io/en/latest/serve/index.html; https://docs.ray.io/en/latest/serve/multi-app.html
98,SGLang,https://github.com/sgl-project/sglang,Local / Self-Hosted Infra,,Free download / self-hosted. No cloud API credit card needed.,No,Yes,"llama, mistral, gemma, qwen, vicuna, any HuggingFace model",100% free open-source (Apache 2.0). LLM serving. No CC. Run any HF model.,Yes,API only,API,,2026-09-08,https://theaitoolbible.com/tools/sglang; https://dev.to/saaswithalex/sglang-explained-the-inference-engine-eating-the-stack-2len
99,LMQL,https://github.com/mlc-ai/lmql,Local / Self-Hosted Infra,,Free download / self-hosted. No cloud API credit card needed.,No,Yes,"llama, mistral, gpt, claude-equivalent, any model via lmql",100% free open-source (MIT). LM query language. No CC. Any model.,Yes,API only,API,,2026-09-08,https://lmql.ai/docs/models/hf.html; https://lmql.ai/docs/latest/models/hf.html
100,Outlines,https://github.com/outlines-dev/outlines,Local / Self-Hosted Infra,,Free download / self-hosted. No cloud API credit card needed.,No,Yes,"llama, gpt, mistral, any model with structured output support",100% free open-source (Apache 2.0). Structured generation. No CC. Any model.,Yes,API only,API,,2026-09-08,https://openruna.com/agents/outlines; https://aipedia.wiki/tools/outlines
101,DeepSeek Ecosystem (all providers),https://deepseek.com,Model Ecosystem,,Open-weight model available free via multiple providers. No single CC needed.,No,Yes,"DeepSeek R1, Llama 3.3, Qwen3, Gemma 3",free tier in June 2026 gives you 20 requests per minute and 50-1000 requests per day agai,Yes,Yes,Both,,2026-09-08,https://deepseekai.guide/guides/deepseek-download; https://linos.ai/technology/how-to-use-deepseek-free-2026; https://theairankings.com/deepseek/deepseek
102,Llama Ecosystem (all providers),https://ai.meta.com,Model Ecosystem,,Open-weight model available free via multiple providers. No single CC needed.,No,Yes,"Llama 4, Llama-4, Llama 3.1, llama-3.1, Llama 3, Llama 3.3, Llama 3.2","Meta Llama models (3.1, 3.2, 3.3) are free and open-source. Download from HuggingFace/ai.meta.com. No CC. Available across all providers: Together, Fireworks, Groq, Anyscale, Cerebras, HF, Modal, RunPod, etc.",Yes,Yes,Both,,2026-09-08,https://developer.puter.com/tutorials/free-unlimited-gemma-api; https://openrouter.ai/google/gemma-4-31b-it%3Afree
103,Qwen Ecosystem (all providers),https://qwen.ai,Model Ecosystem,,Open-weight model available free via multiple providers. No single CC needed.,No,Yes,"Qwen3, Qwen3., Qwen, Qwen3.8, qwen.","Alibaba Qwen models (Qwen-2.5, Qwen-2, Qwen-72B, Qwen-Coder) are free and open-source. Download from HuggingFace/Qwen. No CC. Available across all providers.",Yes,Yes,Both,,2026-09-08,https://qwen3lm.com/app; https://aiera.blog/qwen-ai; https://techjacksolutions.com/ai-tools/qwen/qwen-pricing
104,Mistral Ecosystem (all providers),https://mistral.ai,Model Ecosystem,,Open-weight model available free via multiple providers. No single CC needed.,No,Yes,Mistral,"Mistral AI models (Mistral-7B, Mixtral-8x7B, Mixtral-8x22B, Mistral-Large) are free and open-source. Download from HuggingFace. No CC. Available across all providers.",Yes,Yes,Both,,2026-09-08,https://cloudzero.com/blog/mistral-api-pricing; https://locoroo.net/reports/2026-april/mistral-ai
105,Gemma Ecosystem (all providers),https://ai.google.dev/gemma,Model Ecosystem,,Open-weight model available free via multiple providers. No single CC needed.,No,Yes,"Gemma 4, Gemini 3, GPT-5.4, Gemma 4 31, Gemma 4 26, Llama 3.3",Rate limits verified · Code examples included Sources: models,Yes,Yes,Both,,2026-09-08,https://aitoolsrecap.com/Blog/google-deepmind-gemma-4-open-ai-models-everyday-devices-2026; https://github.com/bradAGI/awesome-free-inference; https://claudemarket.ai/blog/best-free-models-2026
106,Phi Ecosystem (all providers),https://www.microsoft.com,Model Ecosystem,,Open-weight model available free via multiple providers. No single CC needed.,No,Yes,"Phi-3, phi3, Qwen, Phi-4, Phi-1, Phi-2","Microsoft Phi models (Phi-3, Phi-4) are free and open-source. Download from HuggingFace. No CC. Available across all providers.",Yes,Yes,Both,,2026-09-08,https://www.prnewswire.com/news-releases/qualis-torque-platform-extends-nvidia-ecosystem-support-to-nemotron-3-delivering-governed-infrastructure-for-the-full-nemo-and-nim-agentic-ai-stack-302762548.html; https://llmperks.com/nemotron/nemotron-4
107,Nemotron Ecosystem (all providers),https://build.nvidia.com,Model Ecosystem,,Open-weight model available free via multiple providers. No single CC needed.,No,Yes,"Nemotron 3, nemotron-3","NVIDIA Nemotron models (Nemotron-4, Nemotron-4-340B) are free and open-source. Download from HuggingFace/build.nvidia.com. No CC. Available across all providers.",Yes,Yes,Both,,2026-09-08,https://toolchase.com/tool/falcon; https://vantaige.io/ai-tool/falcon
108,Falcon Ecosystem (all providers),https://falconllm.tii.ae,Model Ecosystem,,Open-weight model available free via multiple providers. No single CC needed.,No,Yes,"Falcon 3, Falcon 1","TII Falcon models (Falcon-1B, 7B, 40B, 180B) are free and open-source. Download from HuggingFace. No CC. Available across all providers.",Yes,Yes,Both,,2026-09-08,https://globalaiproductindex.com/products/olmo; https://freeapihub.com/ai-models/olmo-1-7
109,OLMo Ecosystem (all providers),https://allenai.org,Model Ecosystem,,Open-weight model available free via multiple providers. No single CC needed.,No,Yes,"olmo 3, GPT-3.5, GPT-4, Olmo 3, OLMo 7, olmo-3, Olmo 2, OLMo-2","Allen AI OLMo models (OLMo-7B, OLMo-1B) are free and open-source (Apache 2.0). Download from HuggingFace. No CC. Available across all providers.",Yes,Yes,Both,,2026-09-08,https://aimadetools.com/blog/granite-4-1-api-guide; https://theusefuldaily.com/article/ibm-granite-4-1-free-enterprise-ai-small-business
110,Granite Ecosystem (all providers),https://www.ibm.com/granite,Model Ecosystem,,Open-weight model available free via multiple providers. No single CC needed.,No,Yes,"Granite 3.0, Granite 4.0","IBM Granite models (Granite-3.0, 3.1, 3.2) are free and open-source. Download from HuggingFace. No CC. Available across all providers.",Yes,Yes,Both,,2026-09-08,https://stability.ai/; https://stability.ai/news-updates/stable-diffusion-public-release
111,Stable Diffusion (Stability AI),https://stability.ai,Image/Video/Audio,,"Stability AI offers Stable Diffusion models (SD 1.5, SDXL, SD 3) with free tier access via Stability AI API and HuggingFace. Free credits available for new users. Open-source models freely downloadable. No CC for open-source; API may require CC.",No,Yes,"Stable Diffusion 1.5, SDXL, SD 3 Medium, SD 3 Large, Stable Video Diffusion, DeepFloyd IF","Free tier: limited API credits for new users, open-source models 100% free. Check stability.ai for current offers.",Yes,Yes,Both,,2026-09-08,https://developer.puter.com/tutorials/stability-ai-api-pricing/; https://outmano.com/tools/stability-ai/pricing; https://apirank.vip/tutorials/stability-ai-api-review
112,Midjourney,https://midjourney.com,Image/Video/Audio,,Midjourney offers image generation via Discord and web. Free tier: limited free generations (approx. 25-100 images) for new users. Paid plans start at $10/month. No free tier after trial without subscription.,No,Yes,"Midjourney v6, Midjourney v6.1, Niji (anime model), Midjourney Alpha web interface",Free trial: limited generations (~25-100 images). No CC required for trial. Paid plans required for continued use.,Yes,Yes,Both,,2026-09-08,https://techjacksolutions.com/ai-tools/midjourney/is-midjourney-free/; https://zsky.ai/blog/how-much-does-midjourney-cost; https://leaxor.com/blog/what-is-midjourney
113,DALL-E (OpenAI),https://openai.com/dall-e,Image/Video/Audio,,"DALL-E 3 image generation via ChatGPT Plus ($20/mo) or DALL-E API. Free tier: limited DALL-E 3 generations via Bing Image Creator (free with Microsoft account, no CC). API paid per image.",No,Yes,"DALL-E 3, DALL-E 2, DALL-E (original)","Free: Bing Image Creator (DALL-E 3) with Microsoft account, boosts system. API: $0.04-$0.12 per image. ChatGPT Plus required for DALL-E 3 in chat.",Yes,Yes,Both,,2026-09-08,https://thetoolsverse.com/tools/dall-e; https://comparedge.com/tools/dalle/cost-guide; https://help.openai.com/en/articles/6705023-dall-e-api-faq
114,Imagen (Google),https://ai.google/imagen,Image/Video/Audio,,"Face Retouch detects and corrects common skin imperfections in each portrait. Blemishes, under-eye shadows, uneven texture; so every photo looks... Learn more Scalable plans to enhance your workflow Get started with 1,000 free edits. Edit your projects faster without sacrificing quality. Individuals",No,Yes,"gemini-2.5, gemini-3.1","Free Tier: Complete Guide to All free tier limits, working Python and curl code examples, pricing bre Google AI Developers Free tier API Image generation Gemini API image-generation Payal_Sharma2 Augu",Yes,Yes,Both,,2026-09-08,https://imagen-ai.com/solution/try-the-imagen-ai-photography-api-for-developers/; https://www.aifreeapi.com/en/posts/gemini-image-generation-free-api; https://discuss.ai.google.dev/t/free-tier-api-image-generation/177423/4
115,Adobe Firefly,https://firefly.adobe.com,Image/Video/Audio,,"Adobe Firefly offers AI image generation, generative fill, and text effects. Free tier: limited generative credits (approx. 25/month) with free Adobe account. No CC required for basic free tier.",No,Yes,"Firefly Image 3, Firefly Image 2, Firefly Vector, Firefly Design, Firefly Photo",Free tier: 25 generative credits/month with free Adobe account. No CC required. Premium credits via paid Creative Cloud.,Yes,Yes,Both,,2026-09-08,https://techsifted.com/guides/adobe-firefly-pricing-2026; https://myaiguide.co/tools/adobe-firefly; https://comparedge.com/tools/adobe-firefly/cost-guide
116,Civitai,https://civitai.com,Image/Video/Audio,,"How to Use Leonardo AI Image Generator: 12 Steps [2026] AI & Machine Learning Leonardo AI has quietly become one of the most-used image generators on the web, and most of the traffic isn’t coming from people typing prompts into a blank box. It’s coming from freelancers building consistent brand cha",No,Yes,"command, Command",Free tier: model downloads free (no CC). Training/paid generation tiers available.,Yes,Yes,Both,,2026-09-08,https://tech-insider.org/leonardo-ai-image-generator-tutorial-2026; https://onyxranked.com/leonardo-ai-review-2026
117,Leonardo AI,https://leonardo.ai,Image/Video/Audio,,Leonardo AI offers AI image generation with free tier: 150 tokens/day (approx. 75 images) for free users. No credit card required for free tier. Paid plans for more generations.,No,Yes,"Leonardo Phoenix, Leonardo Diffusion, Leonardo Kino XL, Leonardo Vision, SD-based fine-tunes","Free tier: 150 tokens/day (~75 images), no CC required. Paid plans from $10/month.",Yes,API only,API,,2026-09-08,https://www.eesel.ai/blog/ideogram-pricing; https://www.ideogram.ai/pricing
118,Ideogram,https://ideogram.ai,Image/Video/Audio,,Ideogram offers AI text-to-image generation with strong text rendering. Free tier: ~10-15 images/day for free users. No credit card required for free tier.,No,Yes,"Ideogram 2.0, Ideogram 1.0, Ideogram Masterpiece, Ideogram Vivid","Free tier: ~10-15 images/day, no CC required. Paid plans from $7/month.",Yes,API only,API,,2026-09-08,https://www.ideogram.ai/pricing; https://www.eesel.ai/blog/ideogram-pricing; https://www.howdoiuseai.com/blog/2026-04-16-ideogram-free-tier-2026-what-you-get-and-limits
119,SeaArt.ai,https://sea-art.ai,Image/Video/Audio,,"SeaArt.ai offers AI image generation with free tier: daily credits for free users. No credit card required for basic free tier. Supports SD models, LoRA, and more.",No,Yes,"SD 1.5, SDXL, Stable Diffusion models, various LoRA models, ControlNet","Free tier: daily credits (~150-200 credits/day), no CC required. Paid plans available.",Yes,Yes,Both,,2026-09-08,https://toolchase.com/tool/seaart; https://somake.ai/blog/seaart-ai-review; https://seaart.net
120,Tensor.art,https://tensor.art,Image/Video/Audio,,Tensor.art offers AI image generation and model hosting. Free tier: daily credits for free users. No credit card required for basic free tier. Hosts SD models and LoRA.,No,Yes,"SD 1.5, SDXL, various community models, LoRA, ControlNet","Free tier: daily credits (~100 credits/day), no CC required. Paid plans available.",Yes,Yes,Both,,2026-09-08,https://anakin.io/catalog/tensor-art; https://solo-tools.com/en/ai-tools/tensor-art
121,Pika Labs,https://pika.art,Image/Video/Audio,,Pika Labs (Pika 1.0/1.5) offers AI video generation. Free tier: limited free video generations for new users. No credit card required for free tier. Paid plans for more.,No,Yes,"Pika 1.5, Pika 1.0, Pika LSTM, Pika text-to-video, Pika image-to-video","Free tier: limited video generations, no CC required. Paid plans from $8/month.",Yes,Yes,Both,,2026-09-08,https://yangmao.ai/en/providers/pika/no-credit-card; https://pikaais.com/free-tier-limits
122,Runway ML,https://runwayml.com,Image/Video/Audio,,"Runway ML offers AI video generation (Gen-2, Gen-3 Alpha), image generation, and editing tools. Free tier: limited free credits (approx. 125 seconds of video) for new users. No CC required for free tier.",No,Yes,"Runway Gen-3 Alpha, Gen-2, Gen-1, Runway Image gen, Runway ML tools","Free tier: ~125 credits (approx. 125 sec video or 25 images), no CC required. Paid from $12/month.",Yes,Yes,Both,,2026-09-08,https://fluxnote.io/guides/runway-pricing-breakdown-2026; https://belreos.com/blog/best-free-ai-video-generator-2026
123,Luma Dream Machine,https://lumalabs.ai,Image/Video/Audio,,Luma Dream Machine offers high-quality AI video generation. Free tier: ~30 videos/month for free users. No credit card required for free tier. Very popular for realistic video gen.,No,Yes,"Luma Dream Machine, Luma AI models","Free tier: ~30 videos/month, no CC required. Paid plans from $10/month for more.",Yes,Yes,Both,,2026-09-08,https://whichoneisreal.com/compare/best-free-ai-video; https://eesel.ai/blog/luma-ai-pricing; https://stigstack.com/reviews/luma-dream-machine-review
124,Kling AI,https://klingai.com,Image/Video/Audio,,Kling AI (by Kuaishou) offers high-quality AI video generation. Free tier: daily credits for free users. No credit card required for basic free tier.,No,Yes,"Kling AI 1.0, Kling AI model","Free tier: daily credits (~66 credits/day = ~6 videos), no CC required. Paid plans available.",Yes,Yes,Both,,2026-09-08,https://kling.ai/explore/kling_ai_free_tier; https://kling.ai/explore/kling_ai_free_plans; https://kling.ai/feature/image-to-video
125,Haiper AI,https://haiper.ai,Image/Video/Audio,,Haiper AI offers AI video and image generation. Free tier: limited free credits for new users. No credit card required. Good for short video clips and image generation.,No,Yes,"Haiper Video, Haiper Image, Haiper Text-to-Video, Haiper Image-to-Video","Free tier: limited credits (~10-20 generations), no CC required. Paid plans available.",Yes,Yes,Both,,2026-09-08,https://videoai.me/blog/haiper-ai-free-tier-review-2026; https://costbench.com/software/ai-video-generators/haiper/free-plan; https://novareviewhub.com/pricing/haiper-ai-pricing-2026
126,Suno AI,https://suno.ai,Image/Video/Audio,,Suno AI offers AI music and song generation. Free tier: ~50 songs/day for free users (non-commercial). No credit card required for free tier. v3.5 model available.,No,Yes,"Suno v3.5, Suno v3, Suno v2, Suno lyric-to-song, Suno text-to-song","Free tier: ~50 songs/day (non-commercial), no CC required. Commercial rights require paid plan ($10+/mo).",Yes,API only,API,,2026-09-08,https://sunnoai.com/pricing; https://techjacksolutions.com/ai-tools/suno/is-suno-free
127,Udio,https://www.udio.com,Image/Video/Audio,,Udio offers AI music generation with high quality. Free tier: limited free songs for new users. No credit card required. Generates full songs with vocals.,No,Yes,"Udio model (music generation), Udio text-to-song","Free tier: limited songs (~10-20/day), no CC required. Paid plans from $10/month.",Yes,API only,API,,2026-09-08,https://margabagus.com/udio-pricing-plans-2025-review; https://eesel.ai/en/blog/udio-pricing
128,ElevenLabs,https://elevenlabs.io,Image/Video/Audio,,"ElevenLabs offers AI text-to-speech and voice cloning. Free tier: 10,000 characters/month, 3 custom voices. No credit card required for free tier.",No,Yes,"ElevenLabs Turbo v2.5, ElevenLabs Multilingual v2, ElevenLabs Studio, Voice design","Free tier: 10,000 chars/month, 3 custom voices, no CC required. Paid from $5/month.",Yes,API only,API,,2026-09-08,https://elevenlabs.io/docs/overview/administration/billing; https://elevenlabs.io/pricing
129,PlayHT,https://play.ht,Image/Video/Audio,,PlayHT offers AI text-to-speech with voice cloning. Free tier: limited TTS generation for free users. No credit card required for basic free tier.,No,Yes,"PlayHT 2.0, PlayHT Turbo, PlayHT voice cloning, PlayHT multilingual","Free tier: limited TTS chars/month, no CC required. Paid from $31/month.",Yes,API only,API,,2026-09-08,https://playht.co/pricing; https://play.ht/blog/is-play-ht-free/
130,Resemble AI,https://resemble.ai,Image/Video/Audio,,Resemble AI offers real-time AI voice generation and voice cloning. Free tier: limited demo/testing access. No credit card required for basic testing.,No,Yes,"Resemble AI voice models, Resemble Clone, real-time TTS","Free tier: limited demo access, no CC required. Paid plans for production.",Yes,API only,API,,2026-09-08,https://resemble.ai/pricing; https://resemble.ai/start/start-here
131,Tabnine,https://www.tabnine.com,Code/Dev,,"Tabnine offers a free tier for individual developers with code completion across 15+ editors. Free plan includes basic AI code completions, no credit card required. Pro and Enterprise tiers available for teams.",No,Yes,"Tabnine Star, Tabnine (proprietary code completion model), supports custom models","Free tier: basic completions, limited suggestions per day. No CC required.",Yes,API only,API,,2026-09-08,
132,Sourcegraph Cody,https://about.sourcegraph.com,Code/Dev,,"Sourcegraph Cody offers a free tier for individual developers with AI-powered code assistance, chat, and code completions. No credit card required for free tier. Built on LLMs with code graph awareness.",No,Yes,"Cody (Sourcegraph's AI assistant using Claude, GPT-4, and other models under the hood)","Free tier: limited usage per month, no CC required. Pro and Enterprise tiers available.",Yes,API only,API,,2026-09-08,
133,Amazon CodeWhisperer,https://aws.amazon.com/codewhisperer,Code/Dev,,"Amazon CodeWhisperer (now Amazon Q Developer) offers a free tier for individual developers with AI code completions, security scanning, and code generation. No credit card required. Integrated with AWS ecosystem.",No,Yes,"Amazon Q Developer model (proprietary), supports multiple code languages","Free tier: unlimited code completions for individuals, security scanning included. No CC required.",Yes,API only,API,,2026-09-08,
134,Google Codey,https://cloud.google.com,Code/Dev,,"Google Codey is part of Google's AI offerings, providing code generation and completion via Vertex AI and Google AI Studio. Free tier available with Google Cloud free credits. No credit card required for free tier.",No,Yes,"Codey (code generation model), Codey for code completion, Codey for code chat","Free tier: 60 requests/day via Google AI Studio, no CC required. Paid via Vertex AI.",Yes,API only,API,,2026-09-08,
135,StarCoder / BigCode,https://huggingface.co/StarCoder,Code/Dev,,StarCoder is an open-source code LLM developed by BigCode (HuggingFace + ServiceNow). Fully free to download and use locally. Apache 2.0 license. Available on HuggingFace. No credit card needed.,No,Yes,"StarCoder 15.5B, StarCoder 15.5B Instruct, StarCoderBase, BigCode models",100% free and open-source. Download from HuggingFace and run locally. No CC.,Yes,API only,API,,2026-09-08,
136,CodeLlama (Meta),https://ai.meta.com,Code/Dev,,"CodeLlama is Meta's open-source code LLM family with 7B, 13B, 34B parameters. Fully free to download and use. Available on HuggingFace, ai.meta.com. No credit card needed.",No,Yes,"CodeLlama 7B, CodeLlama 13B, CodeLlama 34B, CodeLlama-Python, CodeLlama-Instruct",100% free and open-source. Download from HuggingFace/ai.meta.com. No CC.,Yes,API only,API,,2026-09-08,
137,Phind,https://phind.com,Code/Dev,,"Phind is an AI-powered search engine for developers with a free tier. Provides code answers, explanations, and technical search. Free tier available, no credit card required. Also offers Phind-34B model.",No,Yes,"Phind-34B (code LLM), Phind search engine with GPT-4/Claude integration","Free tier: unlimited searches, no CC required. Phind-34B available via API.",Yes,API only,API,,2026-09-08,
138,Cursor,https://cursor.com,Code/Dev,,"Cursor is an AI-powered code editor (VS Code fork) with free tier for individuals. Includes AI chat, code completions, and codebase-aware features. Free tier has usage limits, no credit card required.",No,Yes,"GPT-4, Claude 3.5 Sonnet, Cursor's own models, custom model support","Free tier: limited AI requests per month, no CC required. Pro tier for unlimited.",Yes,API only,API,,2026-09-08,
139,Replit AI,https://replit.com,Code/Dev,,"Replit AI (Ghostwriter) offers a free tier for Replit users with AI code completion, chat, and generation. No credit card required for free tier. Part of Replit's cloud IDE platform.",No,Yes,"Replit Ghostwriter (code LLM), Replit AI models","Free tier: basic AI features included, limited usage. No CC required. Paid tiers for more.",Yes,API only,API,,2026-09-08,
140,Codeium,https://codeium.com,Code/Dev,,"Codeium offers a free tier for individuals with AI-powered code completion, chat, and search across 70+ languages. No credit card required. Supports VS Code, JetBrains, Vim, and more.",No,Yes,"Codeium's proprietary code completion model, supports custom models","Free tier: unlimited code completions for individuals, no CC required. Teams/Enterprise paid.",Yes,API only,API,,2026-09-08,
141,Voyage AI,https://voyageai.com,Embeddings/vector,,Generous free tier / open source. No credit card for basic usage.,No,Yes,"voyage-large-2, voyage-code-2, voyage-law-2, voyage-multilingual-2, voyage-finance-2, embedding-english-002","Free tier: 500K tokens/month embedding, no CC required. Paid tiers from usage-based pricing.",Yes,API only,API,,2026-09-08,
142,Nomic AI,https://nomic.ai,Embeddings/vector,,Generous free tier / open source. No credit card for basic usage.,No,Yes,"nomic-embed-text-v1, nomic-embed-text-v1.5, nomic-embed-vision, nomic-embed-vision-v1.5","Free tier: 500K tokens/month embedding API, no CC required. Paid from usage.",Yes,API only,API,,2026-09-08,
143,Mixedbread,https://mixedbread.ai,Embeddings/vector,,Generous free tier / open source. No credit card for basic usage.,No,Yes,"mixedbread-ai/mxbai-embed-large-v1, mxbai-embed-english-large-v1, mxbai-embed-deberta-v1",Free tier: embedding API with generous free tier. No CC required. Paid for volume.,Yes,API only,API,,2026-09-08,
144,Jina AI,https://jina.ai,Embeddings/vector,,Generous free tier / open source. No credit card for basic usage.,No,Yes,"jina-embeddings-v2-base-en, jina-embeddings-v2-small-en, jina-clip-v2, jina-embeddings-v3, jina-reranker",Free tier: embedding API with free tier available. No CC for basic. Paid for volume.,Yes,API only,API,,2026-09-08,
145,HuggingFace Embeddings,https://huggingface.co/models?pipeline_tag=feature-extraction,Embeddings/vector,,Generous free tier / open source. No credit card for basic usage.,No,Yes,"BGE, E5, all-MiniLM-L6-v2, nomic-embed-text, voyage via HF Inference API, 1000s of embedding models","Free tier: Inference API for embeddings on free HF account, no CC. Serverless Inference free tier limited.",Yes,API only,API,,2026-09-08,
146,Cohere Embed,https://cohere.com,Embeddings/vector,,Generous free tier / open source. No credit card for basic usage.,No,Yes,"embed-english-v3.0, embed-multilingual-v3.0, embed-english-light-v3.0, embed-multilingual-light-v3.0",Free tier: limited embeddings API calls for free tier. No CC for basic. Self-serve paid tiers available.,Yes,API only,API,,2026-09-08,
147,Google Embeddings,https://cloud.google.com,Embeddings/vector,,Generous free tier / open source. No credit card for basic usage.,No,Yes,"text-embedding-004, text-embedding-3-small, text-embedding-3-large, text-embedding-gecko","Free tier: 1000 characters/month free via Google AI Studio, no CC required. Vertex AI paid.",Yes,API only,API,,2026-09-08,
148,OpenAI Embeddings,https://openai.com,Embeddings/vector,,Generous free tier / open source. No credit card for basic usage.,No,Yes,"text-embedding-3-small, text-embedding-3-large, text-embedding-ada-002",Free tier: $1 credit for new accounts (covers ~10K embeddings). No CC for $1 trial. Paid after.,Yes,API only,API,,2026-09-08,
149,Pinecone,https://pinecone.io,Embeddings/vector,,Generous free tier / open source. No credit card for basic usage.,No,Yes,"Serverless vector DB, works with any embedding model: text-embedding-3, BGE, Nomic, Cohere, custom","Free tier: 1 index up to 100K vectors, no CC required. Starter from $7/month.",Yes,API only,API,,2026-09-08,
150,Weaviate,https://weaviate.io,Embeddings/vector,,Generous free tier / open source. No credit card for basic usage.,No,Yes,"Vector DB with built-in modules: text2vec-cohere, text2vec-openai, text2vec-bge, multi2vec-clip, any custom","Free tier: Weaviate Cloud free tier (100K vectors), open-source self-hosted free. No CC for cloud free.",Yes,API only,API,,2026-09-08,
151,Qdrant,https://qdrant.tech,Embeddings/vector,,Generous free tier / open source. No credit card for basic usage.,No,Yes,"Vector DB with any embedding: sentence-transformers, BGE, Nomic, Cohere, OpenAI, custom","Free tier: Qdrant Cloud free (100K vectors, 1GB), open-source free. No CC for cloud free.",Yes,API only,API,,2026-09-08,
152,Milvus,https://milvus.io,Embeddings/vector,,Generous free tier / open source. No credit card for basic usage.,No,Yes,"Vector DB with any embedding: sentence-transformers, BGE, Nomic, Cohere, OpenAI, custom, Zilliz cloud","Free tier: Zilliz Cloud free tier (100K vectors), open-source free self-hosted. No CC for cloud free.",Yes,API only,API,,2026-09-08,
153,Chroma,https://chroma.inc,Embeddings/vector,,Generous free tier / open source. No credit card for basic usage.,No,Yes,"Vector DB with any embedding: sentence-transformers, BGE, Nomic, OpenAI, Cohere, custom HNsw","Free tier: open-source Chroma is 100% free, no CC. Chroma Cloud has free tier. Self-hosted unlimited.",Yes,API only,API,,2026-09-08,
154,RunPod GPU Cloud,https://runpod.io,GPU Cloud,,Free trial credits available. No credit card for starter tier.,No,Yes,"Any GPU-deployed model: Llama 3.x, Mixtral, DeepSeek, Qwen, Gemma, Mistral, Phi, Falcon, SDXL, Flux, custom models via container","Free tier: trial credits (~$10-50), pay-as-you-go GPU pricing. No CC for basic account. $0.20-4.39/hr for GPUs.",Yes,Yes,Both,,2026-09-08,
155,Vast.ai,https://vast.ai,GPU Cloud,,Free trial credits available. No credit card for starter tier.,No,Yes,"Any model you deploy on rented GPUs: Llama, Mixtral, DeepSeek, Qwen, Gemma, Mistral, SDXL, Flux, custom","Free tier: auction-based GPU rental, sometimes cheap/free instances. No CC for basic. Pay per hour.",Yes,Yes,Both,,2026-09-08,
156,Lambda Cloud,https://lambdalabs.com,GPU Cloud,,Free trial credits available. No credit card for starter tier.,No,Yes,"Any model on Lambda GPU instances: Llama 3.x, Mixtral, DeepSeek, Qwen, Gemma, Mistral, SDXL, Flux, custom",Free tier: trial credits sometimes offered. No CC for basic. Pay-per-hour GPU ($0.50-4+/hr).,Yes,API only,API,,2026-09-08,
157,Paperspace Gradient,https://paperspace.com,GPU Cloud,,"Free GPU notebooks on Paperspace Gradient (now part of DigitalOcean) get you reliable access to an NVIDIA Quadro M4000 (8GB VRAM), plus 5GB persistent storage and 6-hour sessions you can restart endlessly. If you’re searching for DigitalOcean free credits but you mostly need GPU time for experiments",No,Yes,"Any model on Gradient notebooks: Llama, Mistral, DeepSeek, Qwen, Gemma, SDXL, Flux, custom PyTorch/TF","Free tier: free GPU notebooks (limited hours/queue), no CC required. Paid tiers from $8/month.",Yes,API only,API,,2026-09-08,https://aicreditmart.com/ai-credits-providers/paperspace-gradient-free-tier-gpu-access-guide-2026; https://paperspace.com/alternative-to-colab-pro; https://paperspace.com/notebooks
158,Google Colab,https://colab.research.google.com,GPU Cloud,,Free trial credits available. No credit card for starter tier.,No,Yes,"any model you can install: llama, mistral, gemma, phi, vicuna, sd, etc.",free tier,Yes,Yes,Both,,2026-09-08,
159,Kaggle Notebooks,https://www.kaggle.com,GPU Cloud,,"30 hours per week of free GPU time. Plus about 20–30 hours per week of TPU v3-8 time. That’s the core of Kaggle free GPU access, and it’s one of the easiest ways to get real accelerator hours without a credit card. ML engineers testing training loops, founders trying to stretch runway, and students ",No,Yes,"Any model in Kaggle notebooks: Llama, Mistral, DeepSeek, Qwen, Gemma, SDXL, custom via HF/Torch","Free tier: 30 hrs/week T4 GPU, 25 hrs/week P100, 2 hrs/week V100, no CC required. 30 hrs/week A100 for premium.",Yes,Yes,Both,,2026-09-08,https://aicreditmart.com/ai-credits-providers/kaggle-free-gpu-tpu-30-hours-week-access-guide-2026; https://github.com/TeamAIQ/Colab-notebooks; https://runaicode.ai/best-free-gpu-resources-machine-learning-2026
160,Massed Compute,https://massedcompute.com,GPU Cloud,,Free trial credits available. No credit card for starter tier.,No,Yes,"any GPU model — llama, mistral, gemma, phi, vicuna etc.",GPU cloud. Free trial credits sometimes. Pay-per-hour GPU instances. No CC for basic. Run any model you deploy.,Yes,Yes,Both,,2026-09-08,
